KodZboziKo,C31,1;KodZbozi,C15,2;KodPodskla,N11/0,3;KodZboziVB,C15,4;NazevVar,C250,5;TypZbozi,N11/0,6;SazbaDPH,N11/0,7;NCBD,N11/2,8;Mn,N11/2,9;BarCode,C20,10;BarCodeBal,C20,11;jednotka,C5,12;BalZakl,N11/0,13;BalZaklK,N11/0,14;BalPal,N11/2,15;BaleniZakl,N11/0,16;BaleniPal,N11/0,17;BaleniAlt,N11/0,18;HmotnostCe,N11/2,19;ObjemCelke,N11/2,20;InvMn,N11/0,21;cProvozovn,N11/0,22;VUPoznamka,C20,23;Import,L,24;KodCenSkup,N11/0,25;KodSlevSku,N11/0,26;KodSortime,C15,27;KodVyrobce,C15,28;PCA,N11/2,29;PCASD,N11/2,30;PCB,N11/2,31;PCBSD,N11/2,32;PCC,N11/2,33;PCCSD,N11/2,34;PCD,N11/2,35;PCDSD,N11/2,36;KC,N11/2,37;KCSD,N11/2,38;VUDodcislo,C40,39;VUDodavate,C40,40;VUMaterial,C30,41;VUNostnost,C30,42;VUSklmisto,C20,43;VUNetto301,N11/0,44;VUPuvodniz,C10,45;VUVolnaZ53,C20,46;Cislo,C15,47;dPohybu,D,48;dZaloz,D,49$
BEN-4367000.04;BEN-4367000;4;;rámeček na fotografii;ZB;21;65.04;3.00;;;ks;3;3;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-4398800.04;BEN-4398800;4;;keramická doza se svíčkou;ZB;21;64.04;2.00;;;ks;2;2;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-4420.04;BEN-4420;4;;keramická miska - červená;ZB;21;74.05;6.00;;;ks;6;6;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-4553500B.04;BEN-4553500B;4;;dřevěný podnos 48 cm větší;ZB;21;131.09;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-4612300.04;BEN-4612300;4;;vánoční dekorace - sada 4 kusů;ZB;21;39.03;4.00;;;ks;4;4;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-4734500.04;BEN-4734500;4;;rámeček na fotografii- 25x20cm;ZB;21;72.05;4.00;;;ks;4;4;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-5039300.04;BEN-5039300;4;;bavlněná kuchyňská rukavice;ZB;21;105.07;4.00;;;ks;4;4;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-5065100.04;BEN-5065100;4;;dřevěný slepice nebo kohoutek;ZB;21;60.04;10.00;;;ks;10;10;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-5225500.04;BEN-5225500;4;;dřevěná stojací lampa s látkovým klobouk;ZB;21;420.28;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-5236600.04;BEN-5236600;4;;kovový kroužek na ubrousky;ZB;21;79.05;2.00;;;ks;2;2;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-5294500A.04;BEN-5294500A;4;;proutěný košík s látkou-kostička - malý;ZB;21;91.06;2.00;;;ks;2;2;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-5294500B.04;BEN-5294500B;4;;proutěný košík s látkou-kostička - velký;ZB;21;138.09;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-5564500.04;BEN-5564500;4;;rámeček na fotografii- proutěný velký;ZB;21;138.09;3.00;;;ks;3;3;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-5786900.04;BEN-5786900;4;;dřevěný podnos s uchem - 24 cm;ZB;21;216.14;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-5821500.04;BEN-5821500;4;;dřevěná stojací lampa- cappucino;ZB;21;364.24;2.00;;;ks;2;2;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-6008600.04;BEN-6008600;4;;svícny ve dřevěném stojánku;ZB;21;89.06;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-6031200B.04;BEN-6031200B;4;;dřevěný podnos s uchem - 40 cm;ZB;21;161.11;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-6040.04;BEN-6040;4;;keramický hrnek - červený;ZB;21;69.05;2.00;;;ks;2;2;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-6044.04;BEN-6044;4;;keramický hrnek - hnědý;ZB;21;69.05;2.00;;;ks;2;2;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-6045.04;BEN-6045;4;;keramický hrnek - modrý;ZB;21;49.03;2.00;;;ks;2;2;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-63090.04;BEN-63090;4;;Porcelánový džbán;ZB;21;254.17;4.00;;;ks;4;4;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-63096-15.04;BEN-63096-15;4;;keramický hrnek s talířem - velký;ZB;21;149.10;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-6CE0125R.04;BEN-6CE0125R;4;;keramický šálek - velký;ZB;21;107.07;6.00;;;ks;6;6;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-6H0236.04;BEN-6H0236;4;;dřevěný věšák - budka - velký;ZB;21;36.02;5.00;;;ks;5;5;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-6RO0073.04;BEN-6RO0073;4;;držák na kuchyňské utěrky- hnědý;ZB;21;149.10;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-6RO0195.04;BEN-6RO0195;4;;proutěný košík s látkou;ZB;21;85.06;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-7175900.04;BEN-7175900;4;;kovový stojan na knížku/kuchařku;ZB;21;298.20;2.00;;;ks;2;2;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-8.RSET12.04;BEN-8.RSET12;4;;saténové stuhy - sada 6 kusů;ZB;21;81.05;7.00;;;ks;7;7;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-8076600.04;BEN-8076600;4;;kovová stojací lampa - výška 75 cm;ZB;21;869.57;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-AD112.04;BEN-AD112;4;;stolní skříňka se zásuvkami;ZB;21;415.27;2.00;;;ks;2;2;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-B070077BL.04;BEN-B070077BL;4;;náramkové hodinky - blue;ZB;21;125.08;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-B070077P.04;BEN-B070077P;4;;náramkové hodinky - pink;ZB;21;125.08;2.00;;;ks;2;2;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-CM048.04;BEN-CM048;4;;dřevěný koník na zavěšení - bílý;ZB;21;42.03;12.00;;;ks;12;12;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-FAP0035M.04;BEN-FAP0035M;4;;peněženka menší (bordo s bílou);ZB;21;55.04;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-FAP0036L.04;BEN-FAP0036L;4;;peněženka střední (bílorůžová);ZB;21;65.04;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-FAP0041P.04;BEN-FAP0041P;4;;peněženka velká (bíločervená);ZB;21;94.36;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-FAP0066.04;BEN-FAP0066;4;;peněženka;ZB;21;55.04;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-HEART165.04;BEN-HEART165;4;;dřevěná tabule s kovovými háčky;ZB;21;188.12;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-HJ47.04;BEN-HJ47;4;;oboustranná ošatka na pečivo;ZB;21;151.10;3.00;;;ks;3;3;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-SPRING10.04;BEN-SPRING10;4;;kovový věšák;ZB;21;49.03;9.00;;;ks;9;9;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BEN-WOOD021.04;BEN-WOOD021;4;;dřevěná tabule na křídu se srdíčky;ZB;21;188.12;3.00;;;ks;3;3;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;115;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna,chodba,baza;0;;;27/15;301215;301215;
BRW-3200063.04;BRW-3200063;4;;INDIANA JKUF120 borovice antická;ZB;21;2312.87;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3201454.04;BRW-3201454;4;;INDIANA JPOL120 borovice canyon;ZB;21;658.82;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3201455.04;BRW-3201455;4;;INDIANA JREG1SO/50 borovice canyon;ZB;21;1321.69;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3201456.04;BRW-3201456;4;;INDIANA JREG1SO/80 borovice canyon;ZB;21;1651.10;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3201457.04;BRW-3201457;4;;INDIANA JREG2DO borovice canyon;ZB;21;1651.10;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3201462.04;BRW-3201462;4;;INDIANA JSZF3D2S borovice canyon;ZB;21;3964.06;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3201665.04;BRW-3201665;4;;PORTO KOMODA KOM5S MOD.SIBIU SVĚTLY;ZB;21;982.43;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3201673.04;BRW-3201673;4;;PORTO ZRCADLO LUS/50 MOD.SIBIU SVĚTLY;ZB;21;317.69;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3201675.04;BRW-3201675;4;;PORTO PŘED.STĚNA PPK/95 MOD.SIBIU SVĚTLY;ZB;21;1474.69;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3600279.04;BRW-3600279;4;;INDIANA JBIU2D2S dub;ZB;21;4157.51;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3600284.04;BRW-3600284;4;;INDIANA JKOM2D4S dub;ZB;21;3163.08;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3600291.04;BRW-3600291;4;;INDIANA JLOZ80/160 KORPUS DUB;ZB;21;3941.44;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3600292.04;BRW-3600292;4;;INDIANA JLOZ80/160 molit.matrace+2záhl.;ZB;21;2804.36;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3600293.04;BRW-3600293;4;;INDIANA JLOZ80/160 polštaře (3ks);ZB;21;647.81;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3601000.04;BRW-3601000;4;;SKŘ. COLIN SZF/220 KORPUS DUP SONOMA;ZB;21;2027.25;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3601002.04;BRW-3601002;4;;SKŘ. COLIN POL POLICE BARVA PLÁTNO 3kusy;ZB;21;182.44;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3601003.04;BRW-3601003;4;;SKŘ. COLIN SZUF ŠUPLÍKY BARVA PLÁTNO3KUS;ZB;21;384.27;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3601043.04;BRW-3601043;4;;SKŘ. COLIN FRN/220/DVÍŘKO DUB SONOMA 1KU;ZB;21;123.72;4.00;;;ks;4;4;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
BRW-3601054.04;BRW-3601054;4;;SKŘ. COLIN FRN/220/LUS DVÍŘKO ZRCADLO 1K;ZB;21;311.92;2.00;;;ks;2;2;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;109;110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;0;;;27/15;301215;301215;
C003-CE.04;C003-CE;4;;Počítačový stůl  /mini/;ZB;21;580.17;1.00;;;ks;1;1;0.00;1;0;0;27.57;0.09;0;1;;0;1;0;21.1.5;1;870.00;1052.70;930.90;1126.39;1035.54;1253.00;1218.18;1474.00;0.00;0.00;;;;;F94A,f91b;27;;A;27/15;301215;301215;
C003-CEC.06;C003-CEC;6;;Počítačový stůl  /mini/;ZB;21;580.03;2.00;;;ks;2;2;0.00;1;0;0;55.14;0.18;0;1;;0;1;0;21.1.5;1;1044.00;1263.24;1117.08;1351.67;1242.36;1503.26;1461.60;1768.54;0.00;0.00;;;Lamino, voština;30;F94A;27;;A;27/15;301215;301215;
C003-CEF.01;C003-CEF;1;;Počítačový stůl  /mini/;ZB;21;580.03;3.00;;;ks;3;3;0.00;1;0;0;82.71;0.21;0;1;;0;1;0;21.1.4;1;870.00;1052.70;930.90;1126.39;1035.54;1253.00;1218.18;1474.00;0.00;0.00;;;Lamino, voština;30;F93B;27;1605-L;A;27/15;301215;301215;
C003-CEM.06;C003-CEM;6;;Počítačový stůl  /mini/;ZB;21;580.03;5.00;;;ks;5;5;0.00;1;0;0;137.85;0.35;0;1;;0;1;0;21.1.2;1;1044.00;1263.24;1117.08;1351.67;1242.36;1503.26;1461.60;1768.54;0.00;0.00;;;Lamino, voština;30;F94B;27;;A;27/15;301215;301215;
C003-CER.01;C003-CER;1;;Počítačový stůl  /mini/;ZB;21;580.03;5.00;;;ks;5;5;0.00;1;0;0;137.85;0.35;0;1;;0;1;0;21.1.3;1;870.00;1052.70;930.90;1126.39;1035.54;1253.00;1218.18;1474.00;0.00;0.00;;;Lamino, voština;30;F94A;27;1605-L;A;27/15;301215;301215;
C003-CEZ.01;C003-CEZ;1;;Počítačový stůl  /mini/;ZB;21;580.15;5.00;;;ks;5;5;0.00;1;0;0;137.85;0.35;0;1;;0;1;0;21.1.1;1;870.00;1052.70;930.90;1126.39;1035.54;1253.00;1218.18;1474.00;0.00;0.00;;;Lamino, voština;30;F92B;27;1605-L;A;27/15;301215;301215;
C003-DS.01;C003-DS;1;;Počítačový stůl  /mini/;ZB;21;580.17;16.00;;;ks;16;16;0.00;1;0;0;441.12;1.12;0;1;;0;1;0;18.1;1;870.00;1052.70;930.90;1126.39;1035.54;1253.00;1218.18;1474.00;0.00;0.00;;;Lamino, voština;30;F91B,F94D;27;1605-L;A;27/15;301215;301215;
C003-HE.01;C003-HE;1;;Počítačový stůl  /mini/;ZB;21;580.17;21.00;;;ks;21;21;0.00;1;0;0;578.97;1.47;0;1;;0;1;0;18.1;1;870.00;1052.70;930.90;1126.39;1035.54;1253.00;1218.18;1474.00;0.00;0.00;;;Lamino, voština;30;F92A,;27;1605-L;A;27/15;301215;301215;
C003-L.01;C003-L;1;;Počítačový stůl  /mini/;ZB;21;580.17;6.00;;;ks;6;6;0.00;1;0;0;165.42;0.42;0;1;;0;1;0;18.1;1;870.00;1052.70;930.90;1126.39;1035.54;1253.00;1218.18;1474.00;0.00;0.00;;;Lamino, voština;30;F91A,F26E,F80D;27;1605-L;A;27/15;301215;301215;
C003-P.01;C003-P;1;;Počítačový stůl  /mini/;ZB;21;580.17;25.00;;;ks;25;25;0.00;1;0;0;689.25;1.75;0;1;;0;1;0;18.1;1;870.00;1052.70;930.90;1126.39;1035.54;1253.00;1218.18;1474.00;0.00;0.00;;;Lamino, voština;30;F93A,F83C;27;1605-L;A;27/15;301215;301215;
C006-CER.01;C006-CER;1;;Počítačový stůl FRED;ZB;21;953.38;1.00;;;ks;1;1;0.00;1;0;0;42.50;0.11;0;1;;0;1;0;21.1.3;1;1430.00;1730.30;1530.10;1851.42;1701.65;2059.00;2001.65;2422.00;0.00;0.00;;;Lamino, voština;30;H36B;42;1606;A;27/15;301215;301215;
C006-DS.01;C006-DS;1;;Počítačový stůl FRED;ZB;21;953.72;3.00;;;ks;3;3;3.00;1;1;0;127.50;0.33;0;1;;0;1;0;18.1;1;1430.00;1730.30;1530.10;1851.42;1701.65;2059.00;2001.65;2422.00;0.00;0.00;;;Lamino, voština;30;H36B,H38C;42;1606;A;27/15;301215;301215;
C006-HE.01;C006-HE;1;;Počítačový stůl;ZB;21;953.72;5.00;;;ks;5;5;0.00;1;0;0;212.50;0.55;0;1;;0;1;0;18.1;1;1430.00;1730.30;1530.10;1851.42;1701.65;2059.00;2001.65;2422.00;0.00;0.00;;;Lamino, voština;30;H37B;42;1606;A;27/15;301215;301215;
C006-L.01;C006-L;1;;Počítačový stůl FRED;ZB;21;953.72;1.00;;;ks;1;1;0.00;1;0;0;42.50;0.11;0;1;;0;1;0;18.1;1;1430.00;1730.30;1530.10;1851.42;1701.65;2059.00;2001.65;2422.00;0.00;0.00;;;Lamino, voština;30;H37A;42;1606;A;27/15;301215;301215;
C009-CEF.01;C009-CEF;1;;Počítačový stůl/skříňka/ TOM;ZB;21;927.27;4.00;;;ks;4;4;0.00;1;0;0;180.40;0.48;0;1;;0;1;0;21.1.4;1;1390.00;1681.90;1487.30;1799.63;1653.72;2001.00;1946.28;2355.00;0.00;0.00;;;Lamino, voština;30;F107C;44;1607-L;A;27/15;301215;301215;
C009-CEM.06;C009-CEM;6;;Počítačový stůl/skříňka/ TOM;ZB;21;927.27;2.00;;;ks;2;2;0.00;1;0;0;90.20;0.24;0;1;;0;1;0;21.1.2;1;1668.00;2018.28;1784.76;2159.56;1984.92;2401.75;2335.20;2825.59;0.00;0.00;;;Lamino, voština;30;F106C;44;1607-L;A;27/15;301215;301215;
C009-CER.01;C009-CER;1;;Počítačový stůl/skříňka/ TOM;ZB;21;927.27;1.00;;;ks;1;1;0.00;1;0;0;45.10;0.12;0;1;;0;1;0;21.1.3;1;1390.00;1681.90;1487.30;1799.63;1653.72;2001.00;1946.28;2355.00;0.00;0.00;;;Lamino, voština;30;F107B,F36E;44;1607-L;A;27/15;301215;301215;
C009-CEZ.01;C009-CEZ;1;;Počítačový stůl   /skříňka/;ZB;21;927.27;9.00;;;ks;9;9;0.00;1;0;0;405.90;1.08;0;1;;0;1;0;21.1.1;1;1390.00;1681.90;1487.30;1799.63;1653.72;2001.00;1946.28;2355.00;0.00;0.00;;;Lamino, voština;30;F106B,F107D;44;1607-L;A;27/15;301215;301215;
C009-DS.01;C009-DS;1;;Počítačový stůl   /skříňka/;ZB;21;927.25;15.00;;;ks;15;15;0.00;1;0;0;676.50;1.80;0;1;;0;1;0;18.1;1;1390.00;1681.90;1487.30;1799.63;1653.72;2001.00;1946.28;2355.00;0.00;0.00;;;Lamino, voština;30;F107A,F105D;44;1607-L;A;27/15;301215;301215;
C009-HE.01;C009-HE;1;;Počítačový stůl/skříňka/ TOM;ZB;21;927.24;6.00;;;ks;6;6;0.00;1;0;0;270.60;0.72;0;1;;0;1;0;18.1;1;1390.00;1681.90;1487.30;1799.63;1653.72;2001.00;1946.28;2355.00;0.00;0.00;;;Lamino, voština;30;F106A,F36E;44;1607-L;A;27/15;301215;301215;
