"ITEM_ID,""PRODUCT"",""PRODUCTNAME"",""DESCRIPTION"",""URL"",""IMGURL"",""IMGURL_ALTERNATIVE"",""ITEM_TYPE"",""PRICE_VAT"",""PRICE_VAT_30"",""PRICE_VAT_40"",""WEIGHT"",""CONFIG_3D"",""FILES"",""MANUFACTURER"",""CATEGORYTEXT"",""CATEGORY_ID"",""PARAM"",""SKLADY"""
"4942,""K166"",""K166 Hugo"",""K166 konferen?ní st?l Hugo?\n\t\t\tMateriál:  lamino 18mm, ABS hrana 2mm v d?evodezénu, tlouš?ka horní desky 36mm,\n\t\t\tplastové tubusy st?íbrné (u provedení wenge v ?erné barv?), kole?ka s brzdou"",""http://www.bradop.cz/4942-k123.html"",""http://www.bradop.cz/img/p/4942-27644.jpg"",""http://www.bradop.cz/img/p/4942-27645.jpg"",""new"",""1640"",""2131"",""2295"",""30"","""",""{""""FILE"""":{""""URL"""":""""http://www.bradop.cz/download/K166.PDF"""",""""TITLES"""":{""""TITLE"""":""""Montážní návod""""}}}"",""1"",""Konferen?ní stoly, Oválné"",""[""""210"""",""""14""""]"",""[{""""PARAM_NAME"""":""""Provedení"""",""""VAL"""":""""DS-dub sonoma"""",""""VAL_ID"""":""""1432"""",""""VAL_IMG"""":""""http://www.bradop.cz/img/co/1432.jpg"""",""""VAL_PRICE_IMPACT"""":""""0""""},{""""PARAM_NAME"""":""""Provedení"""",""""VAL"""":""""DB-bub bordeaux"""",""""VAL_ID"""":""""1433"""",""""VAL_IMG"""":""""http://www.bradop.cz/img/co/1433.jpg"""",""""VAL_PRICE_IMPACT"""":""""0""""},{""""PARAM_NAME"""":""""Provedení"""",""""VAL"""":""""W-wenge"""",""""VAL_ID"""":""""1436"""",""""VAL_IMG"""":""""http://www.bradop.cz/img/co/1436.jpg"""",""""VAL_PRICE_IMPACT"""":""""0""""},{""""PARAM_NAME"""":""""Provedení"""",""""VAL"""":""""P-p?írodní"""",""""VAL_ID"""":""""1430"""",""""VAL_IMG"""":""""http://www.bradop.cz/img/co/1430.jpg"""",""""VAL_PRICE_IMPACT"""":""""0""""},{""""PARAM_NAME"""":""""Provedení"""",""""VAL"""":""""L-olše"""",""""VAL_ID"""":""""1431"""",""""VAL_IMG"""":""""http://www.bradop.cz/img/co/1431.jpg"""",""""VAL_PRICE_IMPACT"""":""""0""""},{""""PARAM_NAME"""":""""Provedení"""",""""VAL"""":""""HE-merono"""",""""VAL_ID"""":""""1434"""",""""VAL_IMG"""":""""http://www.bradop.cz/img/co/1434.jpg"""",""""VAL_PRICE_IMPACT"""":""""0""""},{""""PARAM_NAME"""":""""Provedení"""",""""VAL"""":""""H-hn?dá"""",""""VAL_ID"""":""""1435"""",""""VAL_IMG"""":""""http://www.bradop.cz/img/co/1435.jpg"""",""""VAL_PRICE_IMPACT"""":""""0""""}]"",""Kód\t Skladem\n\t\t\t\tK166-DB\t4 týdny\n\t\t\t\tK166-DS\t1\n\t\t\t\tK166-H\t1\n\t\t\t\tK166-HE\t4 týdny\n\t\t\t\tK166-L\t4 týdny\n\t\t\t\tK166-P\t4 týdny\n\t\t\t\tK166-W\t4 týdny"""
